name,rlvl,lvl,stars,prog,qual,dur,pdiv,qdiv,pmod,qmod,reqqual
Steerhide Shoes,440,80,1,1900,6000,70,110,90,100,100,0
Blades of Innocence,440,80,1,1900,3000,70,110,90,100,100,0
Titania Shadow Box,440,80,1,1900,3000,70,110,90,100,100,0
What Angel Wakes Me Orchestrion Roll,440,80,1,1900,3000,70,110,90,100,100,0
Insanity Orchestrion Roll,440,80,1,1900,3000,70,110,90,100,100,0
Sinfender,450,80,2,2050,7900,70,110,90,80,70,0
Burattinaios,450,80,2,2050,7900,70,110,90,80,70,0
Alastor,450,80,2,2050,7900,70,110,90,80,70,0
Skystrider,450,80,2,2050,7900,70,110,90,80,70,0
Gendawa,450,80,2,2050,7900,70,110,90,80,70,0
Silktones,450,80,2,2050,7900,70,110,90,80,70,0
Gust Tongue,450,80,2,2050,7900,70,110,90,80,70,0
Murderer,450,80,2,2050,7900,70,110,90,80,70,0
Clearpath,450,80,2,2050,7900,70,110,90,80,70,0
Catalyst,450,80,2,2050,7900,70,110,90,80,70,0
Galdrabok,450,80,2,2050,7900,70,110,90,80,70,0
Pragmatism,450,80,2,2050,7900,70,110,90,80,70,0
Pollux,450,80,2,2050,7900,70,110,90,80,70,0
Sankhara,450,80,2,2050,7900,70,110,90,80,70,0
Merveilleuse,450,80,2,2050,7900,70,110,90,80,70,0
Tutelary,450,80,2,2050,7900,70,110,90,80,70,0
Barathrum,450,80,2,2050,7900,70,110,90,80,70,0
Dominus Shield,450,80,2,2050,7900,70,110,90,80,70,0
Facet Circlet of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Mail of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gauntlets of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Chain Hose of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Sabatons of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Circlet of Maiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Mail of Maiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gauntlets of Maiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bottoms of Maiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Sabatons of Maiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Circlet of Striking,450,80,2,2050,7900,70,110,90,80,70,0
Facet Cyclas of Striking,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gloves of Striking,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gaskins of Striking,450,80,2,2050,7900,70,110,90,80,70,0
Facet Sandals of Striking,450,80,2,2050,7900,70,110,90,80,70,0
Facet Turban of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Tabard of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Halfgloves of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Brais of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Boots of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Turban of Scouting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Dolman of Scouting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gloves of Scouting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bottoms of Scouting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Thighboots of Scouting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Hat of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Coat of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Dress Gloves of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Trousers of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Boots of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Hat of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Coat of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Halfgloves of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bottoms of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Boots of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Earrings of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Earrings of Slaying,450,80,2,2050,7900,70,110,90,80,70,0
Facet Earrings of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Earrings of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Earrings of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Choker of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Choker of Slaying,450,80,2,2050,7900,70,110,90,80,70,0
Facet Choker of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Choker of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Choker of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bracelet of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bracelet of Slaying,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bracelet of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bracelet of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bracelet of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Ring of Fending,450,80,2,2050,7900,70,110,90,80,70,0
Facet Ring of Slaying,450,80,2,2050,7900,70,110,90,80,70,0
Facet Ring of Aiming,450,80,2,2050,7900,70,110,90,80,70,0
Facet Ring of Healing,450,80,2,2050,7900,70,110,90,80,70,0
Facet Ring of Casting,450,80,2,2050,7900,70,110,90,80,70,0
Imitation Stained Crystal Pane,320,70,2,1200,2400,70,90,70,80,70,0
Crystarium Umbrella Stand,440,80,1,1900,3000,70,110,90,100,100,0
Summer Indigo Shirt,440,80,1,1900,6000,70,110,90,100,100,0
Cropped Summer Indigo Slops,440,80,1,1900,6000,70,110,90,100,100,0
Metal Gauntlets,290,70,0,756,1980,80,90,70,100,100,0
Metal Worm Jar,400,73,0,903,2145,80,103,83,100,100,0
Metal Trident,406,75,0,1001,2255,80,105,85,100,100,0
Nullifying Neckpiece,415,78,0,1148,2420,80,108,88,100,100,0
Intricate Censer,406,75,0,1001,2255,80,105,85,100,100,0
Enchanting Ring,430,80,0,1246,2530,80,110,90,100,100,0
Metal Gauntlets,290,70,0,756,1980,80,90,70,100,100,0
Metal Worm Jar,400,73,0,903,2145,80,103,83,100,100,0
Metal Trident,406,75,0,1001,2255,80,105,85,100,100,0
Nullifying Neckpiece,415,78,0,1148,2420,80,108,88,100,100,0
Intricate Censer,406,75,0,1001,2255,80,105,85,100,100,0
Enchanting Ring,430,80,0,1246,2530,80,110,90,100,100,0
Metal Gauntlets,290,70,0,756,1980,80,90,70,100,100,0
Metal Worm Jar,400,73,0,903,2145,80,103,83,100,100,0
Metal Trident,406,75,0,1001,2255,80,105,85,100,100,0
Nullifying Neckpiece,415,78,0,1148,2420,80,108,88,100,100,0
Intricate Censer,406,75,0,1001,2255,80,105,85,100,100,0
Enchanting Ring,430,80,0,1246,2530,80,110,90,100,100,0
Canvas Repair Materials,290,70,0,756,1980,80,90,70,100,100,0
Upholstery Repair Materials,400,73,0,903,2145,80,103,83,100,100,0
Amaro Barding Repair Materials,406,75,0,1001,2255,80,105,85,100,100,0
Lute Repair Materials,415,78,0,1148,2420,80,108,88,100,100,0
Workshop Sign,406,75,0,1001,2255,80,105,85,100,100,0
Lute Modification Component,430,80,0,1246,2530,80,110,90,100,100,0
Canvas Repair Materials,290,70,0,756,1980,80,90,70,100,100,0
Upholstery Repair Materials,400,73,0,903,2145,80,103,83,100,100,0
Amaro Barding Repair Materials,406,75,0,1001,2255,80,105,85,100,100,0
Lute Repair Materials,415,78,0,1148,2420,80,108,88,100,100,0
Workshop Sign,406,75,0,1001,2255,80,105,85,100,100,0
Lute Modification Component,430,80,0,1246,2530,80,110,90,100,100,0
Canvas Repair Materials,290,70,0,756,1980,80,90,70,100,100,0
Upholstery Repair Materials,400,73,0,903,2145,80,103,83,100,100,0
Amaro Barding Repair Materials,406,75,0,1001,2255,80,105,85,100,100,0
Lute Repair Materials,415,78,0,1148,2420,80,108,88,100,100,0
Workshop Sign,406,75,0,1001,2255,80,105,85,100,100,0
Lute Modification Component,430,80,0,1246,2530,80,110,90,100,100,0
Edible Antidote,290,70,0,756,1980,80,90,70,100,100,0
Nutrient-rich Porridge,400,73,0,903,2145,80,103,83,100,100,0
Fortifying Soup,406,75,0,1001,2255,80,105,85,100,100,0
Berube Feed,415,78,0,1148,2420,80,108,88,100,100,0
Offering of Sweets,406,75,0,1001,2255,80,105,85,100,100,0
Zun-style Amaro Feed,430,80,0,1246,2530,80,110,90,100,100,0
Edible Antidote,290,70,0,756,1980,80,90,70,100,100,0
Nutrient-rich Porridge,400,73,0,903,2145,80,103,83,100,100,0
Fortifying Soup,406,75,0,1001,2255,80,105,85,100,100,0
Berube Feed,415,78,0,1148,2420,80,108,88,100,100,0
Offering of Sweets,406,75,0,1001,2255,80,105,85,100,100,0
Zun-style Amaro Feed,430,80,0,1246,2530,80,110,90,100,100,0
Cryptomeria Lumber,300,70,1,1140,4200,70,90,70,100,100,0
Pure Titanium Plate,300,70,1,1140,4200,70,90,70,100,100,0
Pure Titanium Plate,300,70,1,1140,4200,70,90,70,100,100,0
Titania Barding,440,80,1,1900,3000,70,110,90,100,100,0
Innocence Barding,440,80,1,1900,3000,70,110,90,100,100,0
Adventurer's Hooded Vest,440,80,1,1900,6000,70,110,90,100,100,0
Facet Saw,450,80,2,2050,7900,70,110,90,80,70,0
Facet Cross-pein Hammer,450,80,2,2050,7900,70,110,90,80,70,0
Facet Raising Hammer,450,80,2,2050,7900,70,110,90,80,70,0
Facet Mallet,450,80,2,2050,7900,70,110,90,80,70,0
Facet Round Knife,450,80,2,2050,7900,70,110,90,80,70,0
Facet Needle,450,80,2,2050,7900,70,110,90,80,70,0
Facet Alembic,450,80,2,2050,7900,70,110,90,80,70,0
Facet Frypan,450,80,2,2050,7900,70,110,90,80,70,0
Facet Pickaxe,450,80,2,2050,7900,70,110,90,80,70,0
Facet Hatchet,450,80,2,2050,7900,70,110,90,80,70,0
Facet Fishing Rod,450,80,2,2050,7900,70,110,90,80,70,0
Facet Hat of Crafting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Coat of Crafting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Gloves of Crafting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Trousers of Crafting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Boots of Crafting,450,80,2,2050,7900,70,110,90,80,70,0
Facet Cap of Gathering,450,80,2,2050,7900,70,110,90,80,70,0
Facet Coat of Gathering,450,80,2,2050,7900,70,110,90,80,70,0
Facet Fingerless Gloves of Gathering,450,80,2,2050,7900,70,110,90,80,70,0
Facet Bottoms of Gathering,450,80,2,2050,7900,70,110,90,80,70,0
Facet Boots of Gathering,450,80,2,2050,7900,70,110,90,80,70,0
Facet Claw Hammer,450,80,2,2050,7900,70,110,90,80,70,0
Facet File,450,80,2,2050,7900,70,110,90,80,70,0
Facet Pliers,450,80,2,2050,7900,70,110,90,80,70,0
Facet Grinding Wheel,450,80,2,2050,7900,70,110,90,80,70,0
Facet Awl,450,80,2,2050,7900,70,110,90,80,70,0
Facet Spinning Wheel,450,80,2,2050,7900,70,110,90,80,70,0
Facet Mortar,450,80,2,2050,7900,70,110,90,80,70,0
Facet Culinary Knife,450,80,2,2050,7900,70,110,90,80,70,0
Facet Sledgehammer,450,80,2,2050,7900,70,110,90,80,70,0
Facet Scythe,450,80,2,2050,7900,70,110,90,80,70,0
Alumina Whetstone,450,80,2,1640,6320,35,110,90,80,70,0
Pliable Glass Fiber,450,80,2,1640,6320,35,110,90,80,70,0
Mejillones al Ajillo,450,80,2,2050,7900,70,110,90,80,70,0
Arros Negre,450,80,2,2050,7900,70,110,90,80,70,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Flyer Printing Set,290,70,0,756,2880,60,90,70,100,100,0
Kholusian Cuisine Set,300,70,1,1140,2940,60,90,70,100,100,0
Honeybee Trappings,390,71,0,1195,3010,60,101,81,100,100,0
Airship Fittings,395,72,0,1220,3040,60,102,82,100,100,0
Beehive Souvenir,400,73,0,1290,3120,60,103,83,100,100,0
Skybuilders' Plywood,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Alloy,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Steel Plate,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Ingot,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Leather,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Rope,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Ink,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Hemp Milk,20,20,0,74,1198,60,50,30,100,100,0
Skybuilders' Wain,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Nails,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Rivets,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Rings,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Leather Straps,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Cloth,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Plant Oil,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Uncooked Pasta,40,40,0,207,3500,60,50,30,100,100,0
Skybuilders' Barrel,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Hammer,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Cooking Pot,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Candelabra,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Rug,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Broom,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Charcoal,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Tea,150,60,0,580,6480,60,70,50,100,100,0
Skybuilders' Pedestal,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Crosscut Saw,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Counter,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Stone,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Longboots,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Gloves,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Soap,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' All-purpose Infusion,290,70,0,1080,9900,60,90,70,100,100,0
Skybuilders' Bed,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Oven,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Lamppost,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Brazier,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Overalls,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Waterproof Sheet,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Alchemic,430,80,0,1780,11960,60,110,90,100,100,0
Skybuilders' Stew,430,80,0,1780,11960,60,110,90,100,100,0
Replica Sky Pirate's Helm of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Coat of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gauntlets of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gaskins of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Boots of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Helm of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Coat of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gauntlets of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gaskins of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Boots of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Mask of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Jacket of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gloves of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Trousers of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Boots of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Beret of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Vest of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gloves of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Halfslops of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Boots of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Mask of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Jacket of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gloves of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Trousers of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Boots of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Cap of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Coat of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gloves of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Bottoms of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Shoes of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Cap of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Coat of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Gloves of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Bottoms of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Pirate's Shoes of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hook of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hookboots of Fending,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hook of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hookboots of Maiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Fingerless Gloves of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Ironclad Boots of Striking,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Fingerless Gloves of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Ironclad Boots of Aiming,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hook of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hookboots of Scouting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hook of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Hookboots of Healing,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Mask of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Harness of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Fingerless Gloves of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Breeches of Casting,255,61,0,630,2790,80,81,58,100,100,0
Replica Sky Rat Ironclad Boots of Casting,255,61,0,630,2790,80,81,58,100,100,0
Urban Coat,450,80,2,2050,7900,70,110,90,80,70,0
Urban Boots,450,80,2,2050,7900,70,110,90,80,70,0
Rebel Coat,450,80,2,2050,7900,70,110,90,80,70,0
Rebel Boots,450,80,2,2050,7900,70,110,90,80,70,0
Hades Trophy,450,80,2,2050,3950,70,110,90,80,70,0
Invincible Orchestrion Roll,450,80,2,2050,3950,70,110,90,80,70,0
Hades Barding,450,80,2,2050,3950,70,110,90,80,70,0
Grade 2 Skybuilders' Plywood,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Alloy,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Steel Plate,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Ingot,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Leather,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Rope,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Ink,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Hemp Milk,20,20,0,74,1198,60,50,30,100,100,0
Grade 2 Skybuilders' Crate,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Nails,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Rivets,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Rings,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Leather Straps,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Cloth,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Plant Oil,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Bread,40,40,0,138,3500,60,50,30,100,100,0
Grade 2 Skybuilders' Grindstone,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Hammer,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Still,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Embroidery Frame,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Rug,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Broom,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Dye,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Tea,150,60,0,580,6480,60,70,50,100,100,0
Grade 2 Skybuilders' Stepladder,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Crosscut Saw,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Mesail,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Stone,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Longboots,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Gloves,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Soap,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' All-purpose Infusion,290,70,0,1080,9900,60,90,70,100,100,0
Grade 2 Skybuilders' Bed,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Oven,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Lamppost,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Brazier,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Overalls,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Gazebo,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Alchemic,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Skybuilders' Stew,430,80,0,1780,11960,60,110,90,100,100,0
Grade 2 Artisanal Skybuilders' Wardrobe,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Chandelier,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Fireplace,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Bathtub,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Overcoat,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Wallpaper,481,80,3,3856,12323,60,140,130,100,100,0
Grade 2 Artisanal Skybuilders' Remedies,481,80,3,3856,12323,60,140,130,100,100,0
